"muni_code","year","sec_share","repression_pc","n_victims","pct_left","pct_centleft","pct_right"
27001,2005,13.2042253521127,0,0,"18.2878719567178","40.4869251577998","17.498872858431"
27001,2009,11.0619469026549,0,0,"18.2878719567178","40.4869251577998","17.498872858431"
27001,2012,13.487071977638,0,0,"18.2878719567178","40.4869251577998","17.498872858431"
27001,2024,18.5689948892675,0,0,"18.2878719567178","40.4869251577998","17.498872858431"
27001,2020,14.1304347826087,0,0,"18.2878719567178","40.4869251577998","17.498872858431"
27001,2001,23.398001175779,0,0,"18.2878719567178","40.4869251577998","17.498872858431"
27001,2016,14.3207855973813,0,0,"18.2878719567178","40.4869251577998","17.498872858431"
27002,2016,15.0892857142857,0,0,"14.3359797906893","25.3428365211115","35.4204258390473"
27002,2005,11.4890885750963,0,0,"14.3359797906893","25.3428365211115","35.4204258390473"
27002,2024,21.9607843137255,0,0,"14.3359797906893","25.3428365211115","35.4204258390473"
27002,2020,21.2471131639723,0,0,"14.3359797906893","25.3428365211115","35.4204258390473"
27002,2012,11.7274167987322,0,0,"14.3359797906893","25.3428365211115","35.4204258390473"
27002,2001,13.0489335006274,0,0,"14.3359797906893","25.3428365211115","35.4204258390473"
27002,2009,13.7052341597796,0,0,"14.3359797906893","25.3428365211115","35.4204258390473"
27003,2016,15.0695517774343,0.147623265426631,1,"36.5248455200824","96.4501802265706","0"
27003,2001,15.9876543209877,0.147623265426631,1,"36.5248455200824","96.4501802265706","0"
27003,2012,12.5273124544792,0.147623265426631,1,"36.5248455200824","96.4501802265706","0"
27003,2005,15.6345800122624,0.147623265426631,1,"36.5248455200824","96.4501802265706","0"
27003,2009,18.730358265242,0.147623265426631,1,"36.5248455200824","96.4501802265706","0"
27003,2020,16.9741697416974,0.147623265426631,1,"36.5248455200824","96.4501802265706","0"
27003,2024,10.5882352941176,0.147623265426631,1,"36.5248455200824","96.4501802265706","0"
27004,2020,12.6623376623377,0.377002827521206,2,"28.1418327219854","76.3424870295099","5.95155480651664"
27004,2024,16.9075144508671,0.377002827521206,2,"28.1418327219854","76.3424870295099","5.95155480651664"
27004,2005,6.8503937007874,0.377002827521206,2,"28.1418327219854","76.3424870295099","5.95155480651664"
27004,2012,8.14639905548996,0.377002827521206,2,"28.1418327219854","76.3424870295099","5.95155480651664"
27004,2001,15.8415841584158,0.377002827521206,2,"28.1418327219854","76.3424870295099","5.95155480651664"
27004,2016,12.7463863337714,0.377002827521206,2,"28.1418327219854","76.3424870295099","5.95155480651664"
27004,2009,8.19112627986348,0.377002827521206,2,"28.1418327219854","76.3424870295099","5.95155480651664"
27005,2024,32.9664281783159,0,0,"16.8250197941409","47.2684085510689","16.9041963578781"
27005,2020,35.0675675675676,0,0,"16.8250197941409","47.2684085510689","16.9041963578781"
27005,2009,19.1616766467066,0,0,"16.8250197941409","47.2684085510689","16.9041963578781"
27005,2016,29.9708454810496,0,0,"16.8250197941409","47.2684085510689","16.9041963578781"
27005,2012,23.1409544950056,0,0,"16.8250197941409","47.2684085510689","16.9041963578781"
27005,2005,28.0652680652681,0,0,"16.8250197941409","47.2684085510689","16.9041963578781"
27005,2001,26.4547896150403,0,0,"16.8250197941409","47.2684085510689","16.9041963578781"
27006,2012,14.6202170188464,0.955414012738854,9,"29.6930622577328","78.7081718218495","7.74464045566015"
27006,2009,11.11645813282,0.955414012738854,9,"29.6930622577328","78.7081718218495","7.74464045566015"
27006,2005,19.2516001969473,0.955414012738854,9,"29.6930622577328","78.7081718218495","7.74464045566015"
27006,2016,19.1025641025641,0.955414012738854,9,"29.6930622577328","78.7081718218495","7.74464045566015"
27006,2001,23.9130434782609,0.955414012738854,9,"29.6930622577328","78.7081718218495","7.74464045566015"
27006,2020,17.5624526873581,0.955414012738854,9,"29.6930622577328","78.7081718218495","7.74464045566015"
27006,2024,22.2704714640198,0.955414012738854,9,"29.6930622577328","78.7081718218495","7.74464045566015"
27007,2012,10.5020727775219,0,0,"6.65172568354998","19.8520842671448","29.4755714926042"
27007,2001,10.7775211701309,0,0,"6.65172568354998","19.8520842671448","29.4755714926042"
27007,2009,12.3946037099494,0,0,"6.65172568354998","19.8520842671448","29.4755714926042"
27007,2024,18.4592296148074,0,0,"6.65172568354998","19.8520842671448","29.4755714926042"
27007,2016,13.4379597842079,0,0,"6.65172568354998","19.8520842671448","29.4755714926042"
27007,2020,14.1630901287554,0,0,"6.65172568354998","19.8520842671448","29.4755714926042"
27007,2005,13.5408560311284,0,0,"6.65172568354998","19.8520842671448","29.4755714926042"
27008,2016,18.0808080808081,0.191204588910134,1,"16.8609799291617","46.568772136954","18.7057260920897"
27008,2020,16.7452830188679,0.191204588910134,1,"16.8609799291617","46.568772136954","18.7057260920897"
27008,2024,23.5294117647059,0.191204588910134,1,"16.8609799291617","46.568772136954","18.7057260920897"
27008,2001,16.374269005848,0.191204588910134,1,"16.8609799291617","46.568772136954","18.7057260920897"
27008,2012,14.8698884758364,0.191204588910134,1,"16.8609799291617","46.568772136954","18.7057260920897"
27008,2005,13.5553834237026,0.191204588910134,1,"16.8609799291617","46.568772136954","18.7057260920897"
27008,2009,12.2349102773246,0.191204588910134,1,"16.8609799291617","46.568772136954","18.7057260920897"
27009,2005,11.1111111111111,0.196792285742399,2,"28.3446232006774","69.7008185153825","6.63279706463449"
27009,2016,12.2576610381488,0.196792285742399,2,"28.3446232006774","69.7008185153825","6.63279706463449"
27009,2001,19.2765349833413,0.196792285742399,2,"28.3446232006774","69.7008185153825","6.63279706463449"
27009,2009,16.2363455809335,0.196792285742399,2,"28.3446232006774","69.7008185153825","6.63279706463449"
27009,2020,13.5097493036212,0.196792285742399,2,"28.3446232006774","69.7008185153825","6.63279706463449"
27009,2024,18.4479237576583,0.196792285742399,2,"28.3446232006774","69.7008185153825","6.63279706463449"
27009,2012,12.958435207824,0.196792285742399,2,"28.3446232006774","69.7008185153825","6.63279706463449"
