cod_ine,year,cod_provincia,provincia,cod_municipio,municipio,censo,votos_totais,abstencions,votos_nulos,votos_brancos,votos_candidaturas,votos_validos,turnout_pct,adcg,age_eu_anova,aidg,autonomo,bng,BNG-NOS (BNG-NOS CANDIDATURA GALEGA),c21,cc_cidadans,cdl,cds,Censo,contigo,cs,cxg,dec,dn,do_ourense,dpg,eb,ecg,edeg,en_marea,equo,eu_iu,fe_jons,fpg,ganemos,gu,hartos,idega,mas_g,mg,nos_up,p_lib,pacma,payj,pctg,ph,pirata_gal,podemos_av,podemos_eu_anova,pp,psoe,pt,pum_j,pyc,recortes_cero,recortes_esco,sain,scd,sdd,sumar,tega,uce,ucl,unidos_si,union_corunesa,upyd,via_nova,vox,adcg_pct,age_eu_anova_pct,aidg_pct,autonomo_pct,bng_pct,BNG-NOS (BNG-NOS CANDIDATURA GALEGA)_pct,c21_pct,cc_cidadans_pct,cdl_pct,cds_pct,Censo_pct,contigo_pct,cs_pct,cxg_pct,dec_pct,dn_pct,do_ourense_pct,dpg_pct,eb_pct,ecg_pct,edeg_pct,en_marea_pct,equo_pct,eu_iu_pct,fe_jons_pct,fpg_pct,ganemos_pct,gu_pct,hartos_pct,idega_pct,mas_g_pct,mg_pct,nos_up_pct,p_lib_pct,pacma_pct,payj_pct,pctg_pct,ph_pct,pirata_gal_pct,podemos_av_pct,podemos_eu_anova_pct,pp_pct,psoe_pct,pt_pct,pum_j_pct,pyc_pct,recortes_cero_pct,recortes_esco_pct,sain_pct,scd_pct,sdd_pct,sumar_pct,tega_pct,uce_pct,ucl_pct,unidos_si_pct,union_corunesa_pct,upyd_pct,via_nova_pct,vox_pct
27041,2020,27,Lugo,41,Pantón,2167,1474,693,11,6,1457,1463,68.02030456852792,NA,NA,NA,NA,261,NA,0,NA,NA,NA,2167,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,7,NA,0,NA,NA,NA,33,911,202,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,17.840054682159945,NA,0,NA,NA,NA,148.1203007518797,NA,0.0683526999316473,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1367053998632946,NA,NA,NA,NA,NA,NA,NA,NA,0.2050580997949419,NA,NA,0.4784688995215311,NA,0,NA,NA,NA,2.2556390977443606,62.269309637730686,13.807245386192754,NA,0,NA,NA,0.0683526999316473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.460697197539303
27041,2024,27,Lugo,41,Pantón,2064,1543,521,8,13,1522,1535,74.7577519379845,NA,NA,NA,NA,399,NA,NA,NA,NA,NA,2064,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,909,177,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25.993485342019547,NA,NA,NA,NA,NA,134.46254071661238,NA,NA,NA,NA,NA,NA,NA,0.39087947882736157,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06514657980456026,NA,NA,NA,NA,0.26058631921824105,NA,59.21824104234528,11.530944625407166,NA,0.13029315960912052,NA,NA,NA,NA,NA,NA,0.26058631921824105,NA,NA,NA,NA,NA,NA,NA,1.3029315960912053
27042,2001,27,Lugo,42,Paradela,2442,1707,735,16,15,1676,1691,69.9017199017199,NA,NA,NA,0,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1029,377,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.90774689532821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05913660555884093,NA,NA,NA,60.851567120047314,22.29450029568303,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27042,2005,27,Lugo,42,Paradela,2192,1685,507,5,9,1671,1680,76.87043795620438,NA,NA,NA,1,165,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,988,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05952380952380953,9.821428571428571,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11904761904761905,0,0.05952380952380953,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.05952380952380953,NA,NA,NA,58.80952380952381,30.53571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27042,2009,27,Lugo,42,Paradela,1958,1545,413,8,11,1526,1537,78.9070480081716,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,916,455,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,9.303838646714379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1951854261548471,0,0.06506180871828238,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,59.59661678594665,29.60312296681848,NA,0.06506180871828238,NA,NA,NA,NA,NA,NA,NA,0.13012361743656475,NA,NA,NA,NA,0.32530904359141183,NA,NA
27042,2012,27,Lugo,42,Paradela,1854,1382,472,46,19,1317,1336,74.54153182308522,0,67,NA,NA,73,NA,0,NA,2,NA,NA,NA,NA,1,0,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,0,0,0,NA,NA,941,221,0,0,0,NA,NA,0,2,0,NA,NA,0,NA,NA,0,4,NA,NA,0,5.014970059880239,NA,NA,5.4640718562874255,NA,0,NA,0.14970059880239522,NA,NA,NA,NA,0.07485029940119761,0,NA,0,NA,0.14970059880239522,NA,NA,NA,NA,NA,0,NA,NA,NA,0.14970059880239522,NA,NA,NA,NA,NA,0.14970059880239522,NA,0,0,0,NA,NA,70.43413173652695,16.541916167664674,0,0,0,NA,NA,0,0.14970059880239522,0,NA,NA,0,NA,NA,0,0.29940119760479045,NA,NA
27042,2016,27,Lugo,42,Paradela,1732,1324,408,14,5,1305,1310,76.44341801385681,0,NA,0,NA,NA,59,0,0,NA,NA,NA,NA,25,0,NA,NA,0,NA,0,NA,NA,77,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,853,285,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,4.5038167938931295,0,0,NA,NA,NA,NA,1.9083969465648856,0,NA,NA,0,NA,0,NA,NA,5.877862595419847,NA,NA,NA,NA,0.38167938931297707,NA,NA,NA,NA,NA,NA,0,0,0.07633587786259542,0,NA,NA,NA,NA,65.114503816793885,21.755725190839694,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA
27042,2020,27,Lugo,42,Paradela,1603,1131,472,7,8,1116,1124,70.55520898315658,NA,NA,NA,NA,127,NA,0,NA,NA,NA,1603,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0,NA,NA,NA,20,806,153,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,11.298932384341636,NA,0,NA,NA,NA,142.61565836298934,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.0889679715302491,NA,0,NA,NA,NA,1.7793594306049825,71.70818505338077,13.612099644128115,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.800711743772242
27042,2024,27,Lugo,42,Paradela,1480,1166,314,11,8,1147,1155,78.78378378378378,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,1480,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,786,172,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,14.978354978354979,NA,NA,NA,NA,NA,128.13852813852813,NA,NA,NA,NA,NA,NA,NA,0,0.08658008658008658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.17316017316017315,NA,68.05194805194805,14.891774891774892,NA,0,NA,NA,NA,NA,NA,NA,0.08658008658008658,NA,NA,NA,NA,NA,NA,NA,1.0389610389610389
27043,2001,27,Lugo,43,Páramo (O),1760,1160,600,5,7,1148,1155,65.9090909090909,NA,NA,NA,0,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,704,175,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.857142857142858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08658008658008658,NA,NA,0.2597402597402597,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08658008658008658,NA,NA,NA,60.952380952380956,15.151515151515152,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27043,2005,27,Lugo,43,Páramo (O),1658,1177,481,7,9,1161,1170,70.9891435464415,NA,NA,NA,0,215,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,607,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18.37606837606838,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2564102564102564,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,51.88034188034189,28.717948717948715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27043,2009,27,Lugo,43,Páramo (O),1519,1086,433,5,14,1067,1081,71.49440421329822,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,NA,0,NA,NA,1,NA,0,NA,NA,NA,NA,0,NA,NA,NA,604,308,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,13.228492136910269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18501387604070307,0,0.09250693802035154,NA,0,NA,NA,0.09250693802035154,NA,0,NA,NA,NA,NA,0,NA,NA,NA,55.87419056429233,28.492136910268268,NA,0.18501387604070307,NA,NA,NA,NA,NA,NA,NA,0.37002775208140615,NA,NA,NA,NA,0.18501387604070307,NA,NA
27043,2012,27,Lugo,43,Páramo (O),1397,859,538,23,25,811,836,61.4889047959914,0,72,NA,NA,59,NA,0,NA,4,NA,NA,NA,NA,0,0,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,462,204,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,9,NA,NA,0,8.61244019138756,NA,NA,7.057416267942583,NA,0,NA,0.4784688995215311,NA,NA,NA,NA,0,0,NA,0,NA,0.11961722488038277,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,55.26315789473685,24.401913875598087,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,1.076555023923445,NA,NA
27043,2016,27,Lugo,43,O Páramo,1281,843,438,12,5,826,831,65.807962529274,0,NA,0,NA,NA,89,0,0,NA,NA,NA,NA,18,22,NA,NA,0,NA,0,NA,NA,79,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0,3,0,0,NA,NA,NA,NA,481,131,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,10.709987966305656,0,0,NA,NA,NA,NA,2.166064981949458,2.6474127557160045,NA,NA,0,NA,0,NA,NA,9.50661853188929,NA,NA,NA,NA,0.36101083032490977,NA,NA,NA,NA,NA,NA,0,0.36101083032490977,0,0,NA,NA,NA,NA,57.88206979542719,15.764139590854393,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA
27043,2020,27,Lugo,43,O Páramo,1216,674,542,4,5,665,670,55.42763157894737,NA,NA,NA,NA,109,NA,0,NA,NA,NA,1216,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA,NA,NA,15,420,107,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,16.268656716417908,NA,0,NA,NA,NA,181.49253731343285,NA,0.2985074626865672,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.1492537313432836,NA,NA,0,NA,0,NA,NA,NA,2.2388059701492535,62.68656716417911,15.970149253731345,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6417910447761193
27043,2024,27,Lugo,43,O Páramo,1172,794,378,6,7,781,788,67.74744027303754,NA,NA,NA,NA,193,NA,NA,NA,NA,NA,1172,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,449,115,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,24.492385786802032,NA,NA,NA,NA,NA,148.73096446700507,NA,NA,NA,NA,NA,NA,NA,0,0.7614213197969544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,56.97969543147208,14.593908629441623,NA,0,NA,NA,NA,NA,NA,NA,0.5076142131979695,NA,NA,NA,NA,NA,NA,NA,1.7766497461928936
27044,2001,27,Lugo,44,Pastoriza (A),3497,2510,987,11,17,2482,2499,71.77580783528738,NA,NA,NA,4,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1555,336,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1600640256102441,22.729091636654662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12004801920768307,NA,NA,0.12004801920768307,NA,NA,0.040016006402561026,NA,0.4001600640256103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08003201280512205,NA,NA,NA,62.22488995598239,13.445378151260504,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27044,2005,27,Lugo,44,Pastoriza (A),3352,2366,986,15,17,2334,2351,70.58472553699285,NA,NA,NA,2,474,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,1170,671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08507018290089324,20.1616333475117,NA,NA,NA,NA,0.04253509145044662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08507018290089324,0,0.25521054870267973,NA,NA,NA,NA,NA,NA,0.1701403658017865,NA,NA,NA,NA,0.1701403658017865,NA,NA,NA,49.766056997022545,28.541046363249684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27044,2009,27,Lugo,44,Pastoriza (A),3197,2307,890,22,27,2258,2285,72.16140131373162,NA,NA,NA,NA,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,7,NA,4,NA,NA,0,NA,1,NA,NA,NA,NA,3,NA,NA,NA,961,704,NA,6,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,24.026258205689278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350109409190372,0.0437636761487965,0.3063457330415755,NA,0.175054704595186,NA,NA,0,NA,0.0437636761487965,NA,NA,NA,NA,0.13129102844638948,NA,NA,NA,42.056892778993436,30.80962800875274,NA,0.26258205689277897,NA,NA,NA,NA,NA,NA,NA,0.39387308533916854,NA,NA,NA,NA,0.2188183807439825,NA,NA
27044,2012,27,Lugo,44,Pastoriza (A),3039,1955,1084,48,30,1877,1907,64.33037183283975,0,148,NA,NA,260,NA,1,NA,1,NA,NA,NA,NA,63,0,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,5,NA,0,0,0,NA,NA,1031,350,3,1,2,NA,NA,0,2,0,NA,NA,0,NA,NA,0,4,NA,NA,0,7.760880964866282,NA,NA,13.63398007341374,NA,0.05243838489774515,NA,0.05243838489774515,NA,NA,NA,NA,3.303618248557944,0,NA,0,NA,0.1048767697954903,NA,NA,NA,NA,NA,0,NA,NA,NA,0.2097535395909806,NA,NA,NA,NA,NA,0.26219192448872575,NA,0,0,0,NA,NA,54.063974829575244,18.353434714210803,0.15731515469323545,0.05243838489774515,0.1048767697954903,NA,NA,0,0.1048767697954903,0,NA,NA,0,NA,NA,0,0.2097535395909806,NA,NA
27044,2016,27,Lugo,44,A Pastoriza,2859,1766,1093,28,13,1725,1738,61.76984959776145,0,NA,0,NA,NA,239,1,0,NA,NA,NA,NA,22,5,NA,NA,0,NA,0,NA,NA,190,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0,6,5,0,NA,NA,NA,NA,984,268,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,13.751438434982738,0.05753739930955121,0,NA,NA,NA,NA,1.2658227848101267,0.28768699654775604,NA,NA,0,NA,0,NA,NA,10.93210586881473,NA,NA,NA,NA,0.23014959723820483,NA,NA,NA,NA,NA,NA,0,0.34522439585730724,0.28768699654775604,0,NA,NA,NA,NA,56.616800920598386,15.420023014959725,NA,NA,NA,0.05753739930955121,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA
27044,2020,27,Lugo,44,A Pastoriza,2667,1469,1198,20,11,1438,1449,55.080614923134604,NA,NA,NA,NA,345,NA,0,NA,NA,NA,2667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,0,NA,NA,NA,15,836,203,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,23.809523809523807,NA,0,NA,NA,NA,184.05797101449275,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.2070393374741201,NA,NA,0.27605244996549344,NA,0,NA,NA,NA,1.0351966873706004,57.694962042788134,14.009661835748794,NA,0.2070393374741201,NA,NA,0.06901311249137336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.932367149758454
27044,2024,27,Lugo,44,A Pastoriza,2480,1727,753,25,17,1685,1702,69.63709677419355,NA,NA,NA,NA,325,NA,NA,NA,NA,NA,2480,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1116,215,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,19.095182138660398,NA,NA,NA,NA,NA,145.71092831962397,NA,NA,NA,NA,NA,NA,NA,0.11750881316098707,0.2937720329024677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05875440658049354,NA,NA,NA,NA,0.11750881316098707,NA,65.56991774383079,12.63219741480611,NA,0.11750881316098707,NA,NA,NA,NA,NA,NA,0.23501762632197415,NA,NA,NA,NA,NA,NA,NA,0.763807285546416
27045,2001,27,Lugo,45,Pedrafita do Cebreiro,1421,1007,414,4,7,996,1003,70.86558761435609,NA,NA,NA,0,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,271,581,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.359920239282152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19940179461615154,NA,NA,0.3988035892323031,NA,NA,0.29910269192422734,NA,0.09970089730807577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,27.018943170488534,57.926221335992025,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27045,2005,27,Lugo,45,Pedrafita do Cebreiro,1334,944,390,2,9,933,942,70.76461769115441,NA,NA,NA,0,76,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,244,613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.067940552016985,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,25.902335456475583,65.07430997876857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27045,2009,27,Lugo,45,Pedrafita do Cebreiro,1228,913,315,6,8,899,907,74.3485342019544,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,NA,0,NA,NA,1,NA,0,NA,NA,NA,NA,0,NA,NA,NA,244,572,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8.158765159867695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4410143329658214,0,0,NA,0,NA,NA,0.11025358324145534,NA,0,NA,NA,NA,NA,0,NA,NA,NA,26.9018743109151,63.06504961411245,NA,0.11025358324145534,NA,NA,NA,NA,NA,NA,NA,0.2205071664829107,NA,NA,NA,NA,0.11025358324145534,NA,NA
27045,2012,27,Lugo,45,Pedrafita do Cebreiro,1125,779,346,13,18,748,766,69.24444444444444,0,39,NA,NA,21,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,246,435,1,0,0,NA,NA,0,1,0,NA,NA,0,NA,NA,0,1,NA,NA,0,5.091383812010443,NA,NA,2.741514360313316,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0.26109660574412535,NA,NA,NA,NA,NA,0,NA,NA,NA,0.26109660574412535,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,32.114882506527415,56.78851174934726,0.13054830287206268,0,0,NA,NA,0,0.13054830287206268,0,NA,NA,0,NA,NA,0,0.13054830287206268,NA,NA
27045,2016,27,Lugo,45,Pedrafita do Cebreiro,1026,637,389,2,9,626,635,62.085769980506825,0,NA,0,NA,NA,9,0,0,NA,NA,NA,NA,8,0,NA,NA,0,NA,0,NA,NA,51,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,2,0,0,NA,NA,NA,NA,237,318,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,1.4173228346456692,0,0,NA,NA,NA,NA,1.2598425196850394,0,NA,NA,0,NA,0,NA,NA,8.031496062992126,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.31496062992125984,0,0,NA,NA,NA,NA,37.32283464566929,50.07874015748032,NA,NA,NA,0.15748031496062992,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA
27045,2020,27,Lugo,45,Pedrafita do Cebreiro,907,581,326,4,7,570,577,64.05733186328555,NA,NA,NA,NA,43,NA,0,NA,NA,NA,907,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA,NA,NA,4,204,309,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,7.452339688041594,NA,0,NA,NA,NA,157.19237435008665,NA,0.5199306759098787,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17331022530329288,NA,NA,0,NA,0,NA,NA,NA,0.6932409012131715,35.35528596187175,53.552859618717505,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0398613518197575
27045,2024,27,Lugo,45,Pedrafita do Cebreiro,857,610,247,6,3,601,604,71.17852975495916,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,857,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,239,279,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,11.920529801324504,NA,NA,NA,NA,NA,141.88741721854305,NA,NA,NA,NA,NA,NA,NA,0.33112582781456956,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,39.569536423841065,46.19205298013245,NA,0,NA,NA,NA,NA,NA,NA,0.33112582781456956,NA,NA,NA,NA,NA,NA,NA,1.1589403973509933
